movieTitle,tomatometer_rating,audience_rating
Disco Pigs,20.0,75.0
Disco Godfather,83.0,50.0
Disconnect,70.0,75.0
Discreet,78.0,33.0
The Discreet Charm Of The Bourgeoisie Le Charme Discret de la Bourgeoisie,98.0,89.0
The Disenchanted,100.0,44.0
Disgrace,83.0,62.0
The Dish,96.0,81.0
Disneynature Bears,90.0,78.0
Disneynature Chimpanzee,76.0,75.0
Disneynature Crimson Wing,75.0,74.0
Disneynature Earth,86.0,82.0
Disneynature Monkey Kingdom,93.0,76.0
Disneynature Oceans,81.0,75.0
Aladdin,95.0,92.0
Disobedience,84.0,75.0
Disorder Maryland,72.0,52.0
The Disorderly Orderly,60.0,68.0
Disorganized Crime,50.0,57.0
Distorted,18.0,82.0
Banlieue 13  Ultimatum District 13 Ultimatum,74.0,55.0
District 9,90.0,82.0
District B13 Banlieue 13,80.0,78.0
Disturbia,69.0,77.0
Disturbing Behavior,34.0,39.0
Disturbing The Peace,100.0,69.0
Disturbing the Peace,67.0,63.0
William Kunstler Disturbing the Universe,79.0,78.0
Divergent,41.0,69.0
Divide and Conquer The Story of Roger Ailes,90.0,76.0
Divided We Fall,90.0,91.0
Divine Secrets of the YaYa Sisterhood,45.0,65.0
Divines,84.0,74.0
Divorce American Style,100.0,56.0
The Divorcee,75.0,63.0
Dixie Chicks  Shut Up and Sing,89.0,86.0
Dixieland,10.0,40.0
Django,92.0,84.0
Django,58.0,79.0
Django Unchained,87.0,91.0
Do I Sound Gay,81.0,47.0
Do Knot Disturb,20.0,22.0
Do Not Resist,91.0,62.0
Do the Right Thing,93.0,90.0
Do You Believe,25.0,83.0
Do You Trust this Computer,71.0,94.0
DOA Dead or Alive,33.0,36.0
Doc Holliday,40.0,47.0
Doc Hollywood,68.0,50.0
Doctor Dolittle,29.0,57.0
Doctor Faustus,10.0,30.0
Doctor Strange,89.0,86.0
Dodgeball  A True Underdog Story,71.0,76.0
Dodsworth,90.0,86.0
Dog Day Afternoon,96.0,90.0
Dog Days,63.0,76.0
Dog Eat Dog,50.0,18.0
Dog Park,36.0,28.0
Dog Pound,65.0,69.0
Dog Soldiers,79.0,79.0
Doghouse,48.0,46.0
Dogtooth Kynodontas,93.0,76.0
Dogtown and ZBoys,92.0,88.0
Dogville,70.0,89.0
Doin It in the Park PickUp Basketball NYC,75.0,69.0
La Dolce Vita,96.0,90.0
Dolemite,57.0,67.0
Dolemite Is My Name,97.0,91.0
Dolittle,14.0,76.0
Dollars The Heist,86.0,51.0
Dolly Partons Coat of Many Colors,78.0,68.0
Dolores Claiborne,84.0,81.0
Dolphin Tale,81.0,80.0
Dolphin Tale 2,66.0,72.0
Dolphins,89.0,65.0
Dom Hemingway,56.0,38.0
Domain,67.0,53.0
Domestic Disturbance,24.0,37.0
Dominick Dunne After the Party,86.0,93.0
Dominion Prequel to the Exorcist,30.0,25.0
Domino,18.0,56.0
Domino,33.0,18.0
Don Juan DeMarco,69.0,68.0
Don 2,69.0,72.0
Don Jon,79.0,58.0
Don McKay,38.0,23.0
Don Peyote,7.0,29.0
Don Quixote,43.0,40.0
Don Verdean,29.0,23.0
Donkey Punch,52.0,24.0
Donnie Brasco,88.0,89.0
Donnie Darko,86.0,80.0
Donnybrook,39.0,35.0
Donovans Echo,33.0,43.0
Donovans Reef,55.0,76.0
Dont Ask Dont Tell,36.0,25.0
Dont Be a Menace to South Central While Drinking Your Juice in The Hood,31.0,80.0
Dont Be Afraid of the Dark,71.0,57.0
Dont Be Afraid Of The Dark,60.0,34.0
Dont Be Nice,100.0,86.0
Dont Bother to Knock,100.0,76.0
Dont Breathe,88.0,78.0
Dont Call Me Son Mae So Ha Uma,83.0,64.0
Dont Come Back from the Moon,88.0,71.0
Dont Come Knocking,43.0,60.0
Dont Go,39.0,25.0
Dont Go in the House,40.0,33.0
Dont Hang Up,25.0,31.0
Dont Kill It,93.0,38.0
Dont Knock Twice,24.0,21.0
Dont Leave Home,74.0,22.0
Dont Let Go Relive,42.0,79.0
Dont Look Back,100.0,92.0
Dont Look Now,95.0,76.0
Hot Pursuit,7.0,35.0
Dont Say a Word,24.0,49.0
Dont Sleep,9.0,21.0
Dont Stop Believin Everymans Journey,64.0,72.0
Dont Tell Mom the Babysitters Dead,33.0,56.0
Dont Think Twice,98.0,69.0
Dont Torture a Duckling,83.0,77.0
Dont TripHe Aint Through with Me Yet,45.0,73.0
Dont Worry He Wont Get Far on Foot,76.0,75.0
Doom,19.0,34.0
Doom Annihilation,43.0,16.0
The Doom Generation,47.0,62.0
Doomsday,51.0,44.0
Doomsday Book,80.0,54.0
The Doors,57.0,79.0
Dopamine,52.0,53.0
Dope,89.0,83.0
Dora and the Lost City of Gold,85.0,88.0
Dorfman in Love,21.0,51.0
National Lampoon Presents Dorm Daze,0.0,26.0
Dormant Beauty,80.0,39.0
Dot the I,25.0,76.0
Double Dare,97.0,79.0
Double Dragon,13.0,26.0
Double Impact,35.0,42.0
Double Indemnity,97.0,95.0
La Double Vie de Veronique The Double Life of Veronique,82.0,92.0
Double Lover Lamant double,70.0,49.0
Double Team,11.0,25.0
Double Whammy,36.0,29.0
Doubt,80.0,78.0
Dougs 1st Movie,26.0,28.0
Dovlatov,80.0,60.0
Down Terrace,86.0,61.0
Down a Dark Hall,50.0,21.0
Down And Dangerous,60.0,26.0
Down and Derby,22.0,51.0
Down and Out in Beverly Hills,79.0,52.0
Down by Law,87.0,94.0
Down in the Delta,79.0,70.0
Down in the Valley,52.0,53.0
Down Periscope,12.0,62.0
Down the Shore,45.0,36.0
Down to the Bone,94.0,71.0
Down to You,3.0,49.0
Down With Love,60.0,62.0
Downfall Der Untergang,90.0,94.0
Downhill Racer,85.0,59.0
Downriver,90.0,55.0
Downsizing,46.0,23.0
Downton Abbey,84.0,94.0
Downtown 81,79.0,73.0
Dr Bronners Magic Soapbox,86.0,62.0
Dr Cyclops,77.0,56.0
Dr Dolittle,42.0,35.0
Dr Dolittle 2,42.0,26.0
Dr Feelgood Dealer or Healer,83.0,48.0
Dr Giggles,17.0,41.0
Dr Goldfoot and the Bikini Machine,29.0,43.0
Dr Jekyll and Sister Hyde,80.0,63.0
Dr Mabuse the Gambler Dr Mabuse der Spieler  Ein Bild der Zeit Dr Mabuse King of Crime,94.0,87.0
Dr No,95.0,82.0
Dr Phibes Rises Again,59.0,57.0
Dr Strangelove Or How I Learned to Stop Worrying and Love the Bomb,98.0,94.0
Dr T and the Women,57.0,20.0
Dr Who and the Daleks,42.0,41.0
Dracula 2000,17.0,39.0
Dracula AD 1972,22.0,40.0
Dracula  Dead and Loving It,11.0,49.0
Dracula Has Risen From the Grave,80.0,60.0
Dracula II Ascension,0.0,30.0
Dracula Untold,24.0,58.0
Draculas Daughter,55.0,41.0
Draft Day,59.0,65.0
Drag Me to Hell,92.0,62.0
Dragged Across Concrete,76.0,68.0
Dragon and the Hawk,0.0,63.0
Dragon Ball Super Broly,82.0,92.0
Dragon Ball Z Battle Of Gods,88.0,80.0
Dragon Ball Z Resurrection F,83.0,84.0
Dragon Blade Tian jiang xiong shi,36.0,39.0
Dragon The Bruce Lee Story,71.0,79.0
Dragon Wars,30.0,19.0
Dragonball Evolution,15.0,20.0
Dragonheart,50.0,60.0
Dragonheart  A New Beginning,40.0,35.0
Dragonslayer,84.0,62.0
Dragonslayer,90.0,61.0
Dreadnaught,60.0,85.0
Dream a Little Dream,0.0,67.0
Dream Big Engineering Our World,100.0,66.0
Dream for an Insomniac,50.0,75.0
Dream Home,76.0,60.0
Dream House,6.0,36.0
Dreamcatcher,28.0,35.0
Dreamer Inspired by a True Story,64.0,78.0
Dreamgirls,78.0,71.0
Dreaming of Joseph Lees,36.0,54.0
Dreamland,48.0,63.0
Dreams,65.0,86.0
Dreams of a Life,77.0,65.0
Dreams Rewired,75.0,45.0
Dreams With Sharp Teeth,100.0,85.0
Dreamscape,77.0,46.0
Dredd,79.0,72.0
The Dresser,100.0,87.0
Drew The Man Behind The Poster,50.0,71.0
Drift,32.0,56.0
Drifter,42.0,12.0
Drillbit Taylor,25.0,44.0
Drinking Buddies,83.0,49.0
Drive Angry,47.0,37.0
Drive,92.0,79.0
Drive,0.0,17.0
Drive Hard,8.0,12.0
Drive He Said,62.0,23.0
Drive Me Crazy,28.0,53.0
Driven,63.0,67.0
Driven,71.0,86.0
DriverX,44.0,87.0
Driveways,100.0,89.0
Drone,27.0,25.0
Drones,33.0,29.0
Drop Dead Fred,11.0,77.0
Drop Dead Gorgeous,45.0,75.0
Drop Zone,41.0,32.0
Drowning Mona,29.0,46.0
The Drowning Pool,50.0,50.0
Drug Lord The Legend Of Shorty,63.0,43.0
Drug War,94.0,77.0
Drugstore Cowboy,100.0,85.0
Drumline,82.0,70.0
The Drum Drums,83.0,56.0
Drums Along the Mohawk,82.0,60.0
Drunk Parents,0.0,16.0
Drunk Stoned Brilliant Dead The Story of the National Lampoon,88.0,68.0
Drunkboat,23.0,23.0
Drunken Master Jui kuen,79.0,85.0
Drunks,57.0,44.0
The Dry Land,64.0,46.0
DTF,67.0,50.0
Duane Hopwood,55.0,60.0
Duck,50.0,45.0
Duck Butter,57.0,42.0
Duck Season Temporada de patos,91.0,78.0
Duck Soup,92.0,91.0
Duck You Sucker A Fistful of Dynamite Giu la testa,92.0,83.0
DuckTales The Movie  Treasure of the Lost Lamp,88.0,69.0
Dude Bro Party Massacre III,90.0,77.0
Dude Wheres My Car,17.0,47.0
Dudley DoRight,16.0,23.0
Due Date,39.0,52.0
The Duellists,92.0,83.0
The Dukes,57.0,34.0
The Dukes of Hazzard,14.0,47.0
The Dukes of Hazzard The Beginning,20.0,47.0
Dum Maaro Dum,50.0,43.0
Duma,93.0,80.0
Dumb and Dumber,68.0,84.0
Dumb and Dumber To,30.0,35.0
Dumb and Dumberer When Harry Met Lloyd,10.0,23.0
Dumbo,98.0,70.0
Dumbo,46.0,48.0
Dumbstruck,72.0,78.0
Dumplin,85.0,74.0
The Dungeon Masters,67.0,27.0
Dungeons  Dragons,10.0,19.0
Dunkirk,92.0,81.0
Dunston Checks In,12.0,40.0
The Dunwich Horror,17.0,30.0
Duplex,35.0,40.0
Duplicity,66.0,37.0
Dust,20.0,62.0
Dust Devil,29.0,60.0
The Dust Factory,9.0,57.0
Dust to Glory,60.0,91.0
Dying Breed,50.0,23.0
The Dying Gaul,50.0,52.0
Dying Laughing,89.0,29.0
Dying of the Light,8.0,15.0
Dying To Know Ram Dass  Timothy Leary,78.0,83.0
Dynamite Warrior,67.0,35.0
Dysfunktional Family,43.0,77.0
EDemon,33.0,78.0
Eagle Eye,26.0,62.0
Eagle vs Shark,55.0,67.0
Eagles of Death Metal Nos Amis Our Friends,100.0,92.0
Eames The Architect And The Painter,88.0,82.0
Early Man,80.0,49.0
Early Summer,100.0,93.0
Earth Girls Are Easy,68.0,42.0
Earth One Amazing Day,100.0,84.0
Earth to Echo,50.0,47.0
Earth vs the Flying Saucers,73.0,54.0
Earthquake,42.0,35.0
Earthquake Bird,50.0,54.0
Easier with Practice,88.0,70.0
East Palace West Palace Dong gong xi gong Behind the Forbidden City,80.0,59.0
East Is East,78.0,78.0
East Side Sushi,95.0,83.0
East Side West Side,33.0,74.0
Easter Bunny Kill Kill,100.0,63.0
Easter Parade,91.0,86.0
Eastern Boys,89.0,76.0
Eastern Promises,89.0,83.0
EastWest,65.0,88.0
Easy,59.0,48.0
Easy A,85.0,77.0
Easy Come Easy Go,43.0,37.0
Easy Does It,29.0,79.0
Easy Living,40.0,19.0
Easy Living,78.0,76.0
Easy Money Hard to Kill,50.0,45.0
Easy Rider,83.0,82.0
Eat Drink Man Woman Yin shi nan nu,88.0,92.0
Eat Pray Love,36.0,42.0
Eat That Question Frank Zappa in His Own Words,92.0,73.0
Eat the Rich,43.0,81.0
Eating,75.0,40.0
Eating Animals,91.0,74.0
Eating Out,16.0,58.0
Eating Out 2 Sloppy Seconds,44.0,63.0
Eating Out All You Can Eat,17.0,53.0
Eating Raoul,86.0,72.0
Eating Up Easter,86.0,63.0
Echelon Conspiracy,8.0,31.0
Echo In the Canyon,90.0,92.0
Echoes of Innocence,0.0,62.0
Echoes of War,31.0,44.0
Ecstasy,15.0,24.0
Ed,0.0,22.0
Ed Gein,10.0,40.0
Ed Wood,92.0,88.0
EDC 2013 Under the Electric Sky,53.0,66.0
Eddie Murphy Delirious,83.0,63.0
Eddie Murphy Raw,81.0,85.0
Eddie The Eagle,82.0,82.0
Eddie The Sleepwalking Cannibal,61.0,52.0
Eden,50.0,59.0
Eden,85.0,68.0
Eden,83.0,57.0
Eden Lake,79.0,66.0
Eden Log,50.0,34.0
The Edge,64.0,70.0
Edge of Darkness,55.0,49.0
The Edge of Love,37.0,43.0
Edge of Seventeen,78.0,73.0
Edge of Winter,50.0,33.0
Edie,62.0,70.0
Edison Edison Force,13.0,36.0
Edmond,47.0,45.0
EDtv,64.0,30.0
The Education of Charlie Banks,48.0,45.0
The Education of Little Tree,59.0,75.0
Edward Scissorhands,90.0,91.0
Edwin Boyd Citizen Gangster,53.0,40.0
Eegah,0.0,22.0
Egg,100.0,38.0
Eight Below,73.0,79.0
Eight Legged Freaks,48.0,32.0
Eight Men Out,86.0,80.0
Eight Miles High,47.0,54.0
Eighth Grade,99.0,82.0
Eyes Wide Open Einaym Pkuhot,86.0,77.0
Eisenstein In Guanajuato,61.0,51.0
Ejecta,40.0,15.0
EK MAIN AIR EKK TU,67.0,39.0
Eklavya,75.0,64.0
El Nino Pez The Fish Child,80.0,46.0
El artista y la modelo The Artist and the Model,70.0,55.0
El Aura The Aura,87.0,76.0
El Bulli Cooking In Progress,60.0,49.0
El Camino A Breaking Bad Movie,91.0,81.0
El Camino Christmas,40.0,39.0
El Cantante,25.0,63.0
El Chicano,38.0,55.0
El Dorado,100.0,87.0
El Mariachi,93.0,76.0
El Norte,86.0,82.0
El Topo,79.0,84.0
Elaine Stritch Shoot Me,99.0,79.0
Election,92.0,79.0
Triad Election Hak se wui yi wo wai kwai,96.0,81.0
Electra Glide in Blue,60.0,75.0
Electric Boogaloo The Wild Untold Story of Cannon Films,91.0,81.0
The Electric Horseman,64.0,57.0
Electric Man,20.0,55.0
Electric Slide,14.0,28.0
Electroma,60.0,73.0
Elektra,11.0,29.0
Elektra Luxx,24.0,19.0
Elena,94.0,73.0
Elephant,73.0,79.0
Elephant Walk,60.0,50.0
Elevator to the Gallows Ascenseur pour lechafaud,93.0,91.0
Elf,84.0,79.0
Elf Buddys Musical Christmas,89.0,42.0
Elfie Hopkins,0.0,14.0
Eli,48.0,38.0
Elis,29.0,67.0
Elisa  Marcela,43.0,63.0
Tropa de Elite The Elite Squad,53.0,87.0
Elite Squad The Enemy Within,93.0,91.0
Stonehearst Asylum,54.0,49.0
Elizabeth Harvest,52.0,40.0
Elizabethtown,28.0,66.0
Ella Enchanted,50.0,57.0
Elle,91.0,73.0
ellebrity,63.0,53.0
Elles,23.0,26.0
Ellie Parker,51.0,43.0
Elling,85.0,91.0
Eloise,11.0,17.0
Elsa  Fred,32.0,50.0
Elstree 1976,81.0,39.0
Elvira Mistress of the Dark,50.0,65.0
Elviras Haunted Hills,67.0,46.0
Elvis  Nixon,77.0,57.0
Elvis from Outer Space,0.0,63.0
Elvis Thats the Way It Is,91.0,92.0
Elysium,65.0,58.0
Emanuel,100.0,98.0
Embrace Of The Serpent El Abrazo De La Serpiente,96.0,84.0
Embrace of the Vampire,10.0,27.0
Emelie,88.0,41.0
Emergo Apartment 143,17.0,22.0
Emma,87.0,72.0
Emmanuels Gift,82.0,85.0
Emmet Otters JugBand Christmas,100.0,85.0
Empathy Inc,85.0,88.0
Emperor,32.0,46.0
Emperor,77.0,68.0
The Emperors New Clothes,73.0,63.0
The Emperors New Groove,85.0,83.0
The Empire in Africa,67.0,79.0
Empire of the Ants,6.0,25.0
Empire of the Sun,75.0,90.0
Empire Records,29.0,84.0
Star Wars Episode V  The Empire Strikes Back,94.0,97.0
Employee of the Month,20.0,53.0
Empties Vratne lahve,100.0,82.0
A Royal Affair,90.0,82.0
En soap,55.0,69.0
Enchanted,93.0,80.0
Enchanted April,84.0,83.0
Encino Man,15.0,56.0
End Game,100.0,84.0
The End of America,80.0,73.0
End of Days,11.0,32.0
The End Of Poverty,52.0,76.0
End of Sentence,92.0,94.0
End of the Century The Story of the Ramones,95.0,93.0
End of the Spear,41.0,82.0
The End of Violence,29.0,44.0
End of Watch,85.0,86.0
Enders Game,62.0,65.0
Endings Beginnings,44.0,59.0
Endless,13.0,11.0
Endless Love,28.0,52.0
Endless Love,16.0,58.0
Endless Poetry Poesia Sin Fin,93.0,81.0
The Endless Summer,100.0,91.0
Endurance,50.0,50.0
Enduring Love,59.0,60.0
Enemies of the People,100.0,85.0
Enemies a Love Story,85.0,52.0
Enemies Closer,79.0,29.0
Enemies of Laughter,57.0,63.0
Enemy,70.0,63.0
Enemy at the Gates,53.0,82.0
The Enemy Below,86.0,87.0
Enemy Lines,20.0,48.0
Enemy Mine,63.0,68.0
Enemy of the State,72.0,78.0
Enemy Territory Septembers Of Shiraz,31.0,44.0
England Is Mine,52.0,37.0
The English Patient,85.0,83.0
English Vinglish,80.0,83.0
The Englishman Who Went up a Hill But Came Down A Mountain,58.0,55.0
The Enigma of Kaspar Hauser Jeder fur sich und Gott gegen alleEvery Man for Himself and God Against All,95.0,90.0
Enough Said,95.0,75.0
Enron The Smartest Guys in the Room,97.0,87.0
Entangled,20.0,63.0
Entanglement,64.0,52.0
Enter the Anime,0.0,63.0
Enter the Dangerous Mind,23.0,29.0
Enter the Dragon,94.0,92.0
Enter the Fat Dragon,64.0,90.0
Enter the Void Soudain le vide,72.0,72.0
Enter The Warriors Gate Warriors Gate,50.0,43.0
Entertaining Angels The Dorothy Day Story,50.0,69.0
Entertainment,83.0,46.0
Entourage,33.0,57.0
Entrapment,39.0,50.0
Step Up To The Plate,67.0,45.0
Entre nos Between Us,88.0,84.0
Entropy,40.0,75.0
Entwined,63.0,63.0
Epic,65.0,65.0
Epic Movie,2.0,29.0
Equal Means Equal,75.0,67.0
Equalizer 2,52.0,61.0
Equals,67.0,42.0
Equilibrium,41.0,81.0
Equity,82.0,52.0
Eragon,16.0,47.0
Erased,28.0,36.0
Eraser,38.0,39.0
Eraserhead,90.0,83.0
Erik the Viking,47.0,58.0
Erin Brockovich,84.0,81.0
Ernest in the Army,17.0,32.0
Ernest Scared Stupid,17.0,50.0
Ernest  Celestine,98.0,88.0
Ernest Goes to Jail,13.0,48.0
Ernest Rides Again,14.0,43.0
Ernest Saves Christmas,36.0,42.0
Eros,34.0,45.0
The Errand Boy,50.0,72.0
Errementari The Blacksmith and the Devil El herrero y el diablo,78.0,71.0
Errors Of The Human Body,75.0,41.0
Escaflowne The Movie,43.0,69.0
Escanaba in da Moonlight,50.0,79.0
Escape and Evasion,80.0,63.0
Escape Fire The Fight to Rescue American Healthcare,78.0,92.0
Escape From Alcatraz,96.0,85.0
John Carpenters Escape from LA,53.0,39.0
Escape From Planet Earth,35.0,54.0
Escape from Pretoria,71.0,74.0
Escape from the Planet of the Apes,77.0,53.0
Escape From Tomorrow,57.0,25.0
Escape Plan,50.0,55.0
Escape Plan 2 Hades,8.0,15.0
Escape Plan The Extractors,25.0,30.0
Escape Room,51.0,51.0
Escape to Witch Mountain,76.0,59.0
Essential Killing,77.0,46.0
Essex Boys,17.0,62.0
Esteros,100.0,76.0
Estranged,100.0,34.0
ET The ExtraTerrestrial,98.0,72.0
Eternal Sunshine of the Spotless Mind,93.0,94.0
Ethan Mao,36.0,59.0
Ethan Frome,55.0,39.0
Etoiles Dancers of the Paris Opera Ballet,62.0,79.0
Etz Limon Lemon Tree,91.0,83.0
Eulogy,34.0,71.0
Eulogy for a Vampire,0.0,14.0
Euphoria,19.0,38.0
Eureka,33.0,50.0
Europa Report,81.0,57.0
Eurotrip,47.0,75.0
Eva,67.0,56.0
Eva Hesse,80.0,64.0
Evan Almighty,23.0,52.0
Eve of Destruction,20.0,14.0
Evelyn,64.0,78.0
Even Dwarfs Started Small Auch Zwerge haben klein angefangen,100.0,77.0
Even Money,24.0,29.0
The Even Stevens Movie,40.0,52.0
Even the Rain Meme La Pluie,87.0,85.0
Evening,27.0,48.0
The Evening Star,22.0,62.0
Event Horizon,28.0,61.0
Ever After A Cinderella Story,91.0,84.0
Everest,93.0,75.0
Everest,73.0,68.0
Evergreen,44.0,30.0
Evergreen The Road to Legalization in Washington,83.0,47.0
Everlasting,100.0,82.0
An Everlasting Piece,48.0,78.0
Everly,30.0,29.0
Every Act of Life,91.0,100.0
Ever Again,50.0,54.0
Every Day,34.0,24.0
Every Day,63.0,55.0
Every Little Step,92.0,88.0
Every Man for Himself Sauve qui peut la vie,100.0,65.0
Every Secret Thing,32.0,32.0
Every Thing Will Be Fine,28.0,23.0
Every Time I Die,100.0,55.0
Every Which Way But Loose,37.0,55.0
Everybody Knows Todos lo saben,78.0,60.0
Everybody Knows Elizabeth Murray,100.0,17.0
Everybody Loves Somebody,89.0,70.0
Everybody Wants Some,87.0,68.0
Everybody Wants to Be Italian,9.0,33.0
Everybodys AllAmerican,42.0,46.0
Everybodys Famous,55.0,64.0
Everyday,74.0,42.0
Everyday Sunshine The Story of Fishbone,100.0,85.0
Everyone Stares The Police Inside Out,29.0,64.0
Everyones Hero,42.0,44.0
Everything Everything,45.0,61.0
Everything is Illuminated,67.0,89.0
Everything Must Go,73.0,53.0
Everything Strange and New,67.0,27.0
Everything You Always Wanted to Know About Sex  But Were Afraid to Ask,88.0,69.0
Everythings Cool,50.0,77.0
Eves Bayou,82.0,90.0
Evidence,6.0,28.0
Evil Dead 2 Dead by Dawn,95.0,89.0
Evil Little Things,50.0,0.0
The Evil of Frankenstein,57.0,36.0
Evil Under the Sun,90.0,72.0
Evilspeak,43.0,37.0
Evita,63.0,68.0
Evocateur The Morton Downey Jr Movie,91.0,84.0
Evolution,83.0,44.0
Ex Drummer,44.0,71.0
Ex Machina,92.0,86.0
Exam,63.0,56.0
Examined Life,77.0,73.0
Excalibur,80.0,80.0
Excess Baggage,32.0,41.0
Excision,84.0,61.0
Excuse Me for Living,14.0,15.0
Executive Action,67.0,61.0
Executive Suite,100.0,72.0
Exhibition,84.0,44.0
Fong juk Exiled,80.0,80.0
Existenz,74.0,69.0
Exists,33.0,29.0
Exit Plan Selvmords turisten,38.0,33.0
Exit Through The Gift Shop,96.0,91.0
Exit Wounds,33.0,45.0
Exodus Gods and Kings,30.0,35.0
The Exorcism of Emily Rose,44.0,60.0
The Exorcist,83.0,87.0
The Exorcist III,59.0,55.0
Exorcist II The Heretic,15.0,13.0
Exorcist The Beginning,10.0,27.0
Expelled No Intelligence Allowed,11.0,68.0
Experiment in Terror,100.0,77.0
Experiment Perilous,100.0,36.0
Experimenter,85.0,61.0
Expired,59.0,45.0
Explicit Ills,52.0,39.0
The Exploding Girl,76.0,54.0
Explorers,77.0,67.0
Exporting Raymond,72.0,67.0
Exposed,8.0,15.0
Exterminating Angels,49.0,32.0
The Exterminator,38.0,40.0
Extinction,18.0,33.0
Extinction,33.0,47.0
The Extra Man,42.0,37.0
Extraction,6.0,17.0
Extraction,66.0,69.0
Extracurricular,67.0,42.0
Extraordinary Measures,29.0,53.0
Extraordinary Tales,58.0,49.0
Extraterrestrial,69.0,39.0
Extraterrestrial,29.0,26.0
Extreme Measures,56.0,40.0
Extreme Ops,7.0,28.0
Extreme Prejudice,70.0,58.0
An Extremely Goofy Movie,63.0,48.0
Extremely Loud  Incredibly Close,45.0,61.0
Extremely Wicked Shockingly Evil and Vile,54.0,57.0
Extremities,40.0,65.0
Extremity,100.0,44.0
Eye for an Eye,8.0,55.0
Eye for an Eye Quien a hierro mata,88.0,61.0
Eye In The Sky,95.0,82.0
Eye of the Dolphin,29.0,58.0
Eye of the Needle,82.0,74.0
Eyes of Laura Mars,50.0,43.0
The Eyes of Tammy Faye,86.0,72.0
Eyes Wide Shut,75.0,73.0
Eyes Without a Face,98.0,87.0
F,77.0,23.0
F for Fake,88.0,89.0
A Face in the Crowd,88.0,94.0
Face to Face,91.0,91.0
FaceOff,92.0,82.0
Faces,83.0,87.0
Faces in the Crowd,0.0,34.0
Faces Places Visages villages,99.0,89.0
Facing the Giants,16.0,85.0
Facing Windows,63.0,87.0
Factory Girl,20.0,60.0
Factotum,75.0,62.0
The Faculty,52.0,55.0
Fading Of The Cries,0.0,39.0
Fading Gigolo,54.0,41.0
Fados,96.0,81.0
Fagara Huajiao zhiwei,100.0,86.0
Fahrenheit 119,82.0,61.0
FailSafe,93.0,91.0
Failure to Launch,23.0,52.0
Fair Game,79.0,65.0
Fairy Tale A True Story,57.0,66.0
Faith Connections,40.0,82.0
Faith Of Our Fathers,9.0,56.0
Faithful,7.0,49.0
Fake It So Real,91.0,49.0
The Falcon and the Snowman,82.0,69.0
Falcon Rising,43.0,43.0
Fall Down Dead,0.0,5.0
The Fall of Fujimori,92.0,91.0
The Fall of the Roman Empire,100.0,69.0
Fall to Grace,56.0,20.0
Fallen Falling,27.0,43.0
Fallen,7.0,66.0
The Fallen Idol,100.0,88.0
Falling Angels,63.0,66.0
Falling Down,73.0,84.0
Falling from Grace,78.0,44.0
Falling in Love,58.0,63.0
Falling Inn Love,65.0,32.0
Falling Overnight,40.0,64.0
Fame,84.0,69.0
Fameish,86.0,63.0
Family Business,38.0,27.0
The Family Jewels,80.0,72.0
The Family Man,53.0,67.0
Family Plot,92.0,62.0
Family Romance LLC,75.0,70.0
The Family Stone,53.0,63.0
A Family Thing,73.0,71.0
Family Weekend,36.0,51.0
Famous Nathan,100.0,69.0
Fanboys,32.0,57.0
Fancy Pants,80.0,72.0
Fando y Lis Fando and Lis,70.0,75.0
Fanny  Alexander,100.0,94.0
Fanny Annie  Danny,67.0,83.0
Fantasia 2000,81.0,75.0
Fantastic Beasts and Where to Find Them,74.0,79.0
Fantastic Beasts The Crimes of Grindelwald,36.0,54.0
Fantastic Four,27.0,45.0
Fantastic Four,9.0,18.0
Fantastic Four Rise of the Silver Surfer,37.0,51.0
Fantastic Planet,91.0,87.0
Fantastic Voyage,91.0,67.0
Fantasy Island,7.0,48.0
Far and Away,50.0,62.0
Far From Heaven,88.0,80.0
Far From Home  The Adventures Of Yellow Dog,57.0,53.0
Far from Men,84.0,72.0
Far From the Madding Crowd,84.0,75.0
Far From the Tree,90.0,95.0
Far Out Isnt Far Enough The Tomi Ungerer Story,91.0,89.0
Farewell Laffaire Farewell,86.0,76.0
Farewell,67.0,63.0
Farewell Herr Schwarz,91.0,50.0
Farewell My Queen,93.0,56.0
A Farewell to Arms,93.0,53.0
Farewell to the King,55.0,54.0
Fargo,94.0,93.0
Farinelli,58.0,82.0
Farmageddon,57.0,81.0
Farming,56.0,78.0
POV,79.0,74.0
Farmland,38.0,84.0
Farscape The Peacekeeper Wars,60.0,92.0
Fascination,4.0,25.0
The Ex,18.0,32.0
Fast  Furious,29.0,67.0
Fast  Furious 6,71.0,84.0
Fast  Furious Presents Hobbs  Shaw,67.0,88.0
The Fast and the Furious Tokyo Drift,37.0,69.0
Fast Cheap  Out of Control,91.0,84.0
Fast Color,81.0,61.0
Fast Company,88.0,30.0
Fast Five,77.0,83.0
Fast Food Nation,50.0,42.0
Fast Girls,83.0,59.0
Fast Times At Ridgemont High,76.0,80.0
Fastball,90.0,79.0
Faster,53.0,90.0
Faster,42.0,49.0
Faster Pussycat Kill Kill,70.0,78.0
Fat,60.0,67.0
Fat Albert,23.0,44.0
Fat City,100.0,85.0
Fat Girl,74.0,64.0
Fat Girls,32.0,49.0
Fat Kid Rules the World,84.0,61.0
Fat Man and Little Boy,47.0,45.0
Fat Sick and Nearly Dead,69.0,85.0
Fatal Beauty,23.0,42.0
Father Father Diary of One Week,100.0,78.0
