movie_title,genres,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Perfect Holiday,"Kids & Family, Romance",19.0,59.0,52.0,159645.0,11,48
La Graine et le Mulet (The Secret of the Grain) (Couscous),"Art House & International, Drama",93.0,54.0,76.0,9062.0,50,4
Land of the Lost,"Action & Adventure, Comedy, Science Fiction & Fantasy",26.0,190.0,32.0,542684.0,49,141
[Rec],"Art House & International, Horror, Special Interest",89.0,37.0,82.0,50437.0,34,4
Look,"Comedy, Drama",60.0,35.0,56.0,709.0,21,14
And God Created Woman,"Classics, Comedy, Drama, Romance",38.0,8.0,33.0,1598.0,3,5
The Box,"Horror, Mystery & Suspense, Science Fiction & Fantasy",44.0,155.0,24.0,359098.0,68,87
Man in the Chair,"Comedy, Drama",50.0,36.0,68.0,931.0,18,18
Undoing,"Drama, Mystery & Suspense",31.0,13.0,26.0,372.0,4,9
Black Water,"Horror, Mystery & Suspense",80.0,20.0,39.0,3952.0,16,4
21,"Drama, Mystery & Suspense",35.0,170.0,66.0,367852.0,60,110
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),"Art House & International, Drama, Romance",70.0,66.0,52.0,865.0,46,20
Ben X,"Art House & International, Drama, Mystery & Suspense",68.0,38.0,80.0,6744.0,26,12
Body of Lies,"Drama, Mystery & Suspense",55.0,213.0,62.0,130010.0,117,96
Passengers,"Drama, Mystery & Suspense",19.0,31.0,35.0,29523.0,6,25
The Grand,Comedy,40.0,43.0,43.0,3058.0,17,26
The Hammer,Comedy,80.0,40.0,90.0,4944.0,32,8
Shutter,"Horror, Mystery & Suspense",9.0,66.0,33.0,241178.0,6,60
Priest,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",15.0,100.0,46.0,86623.0,15,85
The Broken,"Horror, Mystery & Suspense",49.0,39.0,25.0,2548.0,19,20
The Escapist,"Art House & International, Mystery & Suspense",64.0,45.0,63.0,14816.0,29,16
Sugar,"Drama, Sports & Fitness",92.0,137.0,80.0,12642.0,126,11
Quid Pro Quo,"Drama, Mystery & Suspense",61.0,36.0,54.0,1775.0,22,14
Red,"Drama, Mystery & Suspense",70.0,27.0,68.0,2607.0,19,8
The Guitar,Drama,33.0,18.0,55.0,1058.0,6,12
The Road,"Drama, Mystery & Suspense, Science Fiction & Fantasy",73.0,215.0,68.0,248465.0,158,57
G-Force,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",22.0,127.0,39.0,964669.0,28,99
The Other Man,Drama,15.0,39.0,18.0,4522.0,6,33
The Duchess,Drama,62.0,170.0,67.0,68912.0,105,65
The Women,"Comedy, Drama",14.0,148.0,38.0,62045.0,20,128
Public Enemies,"Action & Adventure, Drama",68.0,278.0,59.0,633778.0,188,90
Night and Day (Bam gua nat),"Art House & International, Drama",93.0,14.0,68.0,336.0,13,1
Julia,"Art House & International, Drama, Mystery & Suspense",72.0,58.0,67.0,17308.0,42,16
Angel and the Badman,"Classics, Western, Romance",71.0,7.0,67.0,6982.0,5,2
Fade to Black,Mystery & Suspense,29.0,7.0,34.0,284.0,2,5
Angel Heart,"Drama, Mystery & Suspense",79.0,29.0,81.0,30089.0,23,6
Old Dogs,"Comedy, Drama, Kids & Family",5.0,110.0,44.0,182900.0,6,104
Surrogates,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",37.0,116.0,38.0,295050.0,43,73
The Promotion,Comedy,53.0,77.0,28.0,84738.0,41,36
Notorious,"Drama, Musical & Performing Arts",52.0,146.0,65.0,97063.0,76,70
Soul Men,"Comedy, Musical & Performing Arts",46.0,98.0,58.0,54256.0,45,53
Igor,"Animation, Comedy, Kids & Family",39.0,93.0,38.0,82504.0,36,57
The Matador,"Documentary, Special Interest",73.0,15.0,65.0,205.0,11,4
The Auteur,Comedy,67.0,6.0,41.0,266.0,4,2
The Caller,"Drama, Mystery & Suspense",13.0,16.0,19.0,334.0,2,14
Sin Nombre,"Drama, Mystery & Suspense",88.0,120.0,89.0,21295.0,106,14
Das Haus der Schlafenden Schönen (House of the Sleeping Beauties),"Art House & International, Drama",28.0,18.0,17.0,173.0,5,13
The Stone Angel,Drama,44.0,25.0,58.0,3026.0,11,14
Alvin and the Chipmunks: The Squeakquel,"Animation, Comedy, Kids & Family",20.0,84.0,49.0,368619.0,17,67
Un Conte de Noël (A Christmas Tale),"Art House & International, Comedy, Drama",86.0,132.0,66.0,23425.0,113,19
The Rebound,"Comedy, Romance",41.0,27.0,46.0,31189.0,11,16
Ripple Effect,Drama,29.0,7.0,63.0,0.0,2,5
"1,000 Times Good Night",Drama,71.0,55.0,65.0,1884.0,39,16
Harold,Comedy,31.0,16.0,41.0,793.0,5,11
Push,"Mystery & Suspense, Science Fiction & Fantasy",23.0,127.0,42.0,2026452.0,29,98
Felon,"Action & Adventure, Drama, Mystery & Suspense",63.0,24.0,82.0,13899.0,15,9
Scar,"Drama, Horror, Mystery & Suspense",0.0,18.0,11.0,689.0,0,18
The Unborn,"Horror, Mystery & Suspense",10.0,119.0,30.0,831848.0,12,107
Bitch Slap,Action & Adventure,29.0,17.0,29.0,10344.0,5,12
Forever Strong,Drama,29.0,21.0,75.0,9885.0,6,15
Chocolate,"Action & Adventure, Art House & International",74.0,34.0,73.0,12249.0,25,9
Fireproof,Drama,38.0,21.0,82.0,39765.0,8,13
Dostana,"Art House & International, Comedy",87.0,15.0,68.0,4448.0,13,2
The Garden,"Documentary, Special Interest",79.0,24.0,85.0,457.0,19,5
Splinter,"Horror, Mystery & Suspense",73.0,37.0,49.0,13218.0,27,10
Leaves of Grass,"Comedy, Drama, Mystery & Suspense",61.0,38.0,49.0,15345.0,23,15
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),Romance,78.0,9.0,71.0,4363.0,7,2
The Proposal,"Comedy, Romance",45.0,188.0,67.0,860325.0,84,104
Gigantic,"Comedy, Romance",36.0,83.0,34.0,97063.0,30,53
Fuel,"Documentary, Special Interest",72.0,18.0,82.0,8322.0,13,5
Hush,Mystery & Suspense,50.0,8.0,37.0,1587.0,4,4
Anna Karenina,"Classics, Drama, Romance",93.0,14.0,69.0,3066.0,13,1
Orphan,"Drama, Horror, Mystery & Suspense",56.0,154.0,63.0,872860.0,86,68
My Sister's Keeper,Drama,48.0,137.0,72.0,365345.0,66,71
The Hangover,Comedy,78.0,239.0,84.0,943179.0,187,52
The Stepfather,"Horror, Mystery & Suspense",11.0,63.0,35.0,982237.0,7,56
Okuribito (Departures),"Art House & International, Drama",80.0,108.0,92.0,51962.0,86,22
Boogie (Summer Holiday),"Comedy, Drama",100.0,10.0,67.0,354.0,10,0
Prima Ballerina,"Art House & International, Special Interest",81.0,26.0,100.0,24.0,21,5
Season of the Witch,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",11.0,124.0,30.0,79868.0,14,110
Shuttle,Mystery & Suspense,50.0,22.0,36.0,1554.0,11,11
Miss March,Comedy,5.0,80.0,29.0,79384.0,4,76
An American Affair,"Drama, Mystery & Suspense",16.0,37.0,41.0,1722.0,6,31
Grace,"Drama, Horror",71.0,31.0,31.0,10269.0,22,9
Endgame,"Drama, Mystery & Suspense",71.0,7.0,57.0,662.0,5,2
The Red Baron (Der rote Baron),"Action & Adventure, Drama, Romance",20.0,25.0,43.0,11070.0,5,20
The Objective,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",33.0,12.0,32.0,3690.0,4,8
Happy Tears,"Comedy, Drama",27.0,33.0,21.0,1551.0,9,24
The Missing Person,"Comedy, Drama, Mystery & Suspense",64.0,25.0,44.0,6767.0,16,9
Polanski (Polanski Unauthorized),"Art House & International, Drama",0.0,6.0,38.0,231.0,0,6
Mammoth (Mammut),"Art House & International, Drama",45.0,42.0,63.0,7007.0,19,23
Crude,"Documentary, Special Interest",95.0,66.0,85.0,1479.0,63,3
The Messenger,"Drama, Romance",90.0,162.0,75.0,21592.0,145,17
Lake Mungo,"Horror, Mystery & Suspense",95.0,21.0,62.0,2856.0,20,1
Venkovský Ucitel (The Country Teacher),"Art House & International, Drama",81.0,27.0,72.0,1723.0,22,5
The Apartment,"Classics, Comedy, Drama, Romance",93.0,71.0,94.0,38188.0,66,5
Chatham (The Golden Boys),"Comedy, Romance",28.0,18.0,22.0,801.0,5,13
The Ape,"Classics, Drama, Horror, Science Fiction & Fantasy",43.0,7.0,12.0,510.0,3,4
Fame,"Drama, Musical & Performing Arts, Romance",24.0,122.0,36.0,194974.0,29,93
Outrage,Documentary,77.0,60.0,76.0,6683.0,46,14
Skin,"Art House & International, Drama, Mystery & Suspense",84.0,64.0,79.0,2118.0,54,10
Helen,Drama,67.0,21.0,36.0,172.0,14,7
Bakjwi (Thirst),"Art House & International, Drama, Horror",81.0,115.0,75.0,19477.0,93,22
Vengeance (Fuk sau),"Action & Adventure, Art House & International, Mystery & Suspense",91.0,22.0,60.0,1881.0,20,2
New World Order,"Documentary, Special Interest",56.0,9.0,48.0,255.0,5,4
April Fool's Day,Horror,50.0,20.0,47.0,13437.0,10,10
Blood: The Last Vampire,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",25.0,53.0,33.0,94562.0,13,40
Shrink,"Comedy, Drama",27.0,64.0,50.0,42784.0,17,47
Ong Bak 2,"Action & Adventure, Art House & International",48.0,69.0,53.0,21197.0,33,36
Bananas!,"Art House & International, Documentary, Special Interest",86.0,7.0,44.0,217.0,6,1
Last Ride,Drama,93.0,28.0,65.0,3560.0,26,2
Tron Legacy,"Action & Adventure, Science Fiction & Fantasy",51.0,243.0,63.0,171610.0,123,120
The Canyon,"Drama, Mystery & Suspense",27.0,15.0,32.0,613.0,4,11
"Manson, My Name Is Evil","Comedy, Drama, Science Fiction & Fantasy",67.0,9.0,27.0,2341.0,6,3
Broken Hill,"Drama, Kids & Family",50.0,6.0,61.0,310.0,3,3
A Beautiful Life,Drama,0.0,12.0,24.0,147.0,0,12
Suck,"Comedy, Horror, Musical & Performing Arts",50.0,10.0,53.0,1880.0,5,5
Chloe,"Drama, Mystery & Suspense",51.0,163.0,39.0,30602.0,83,80
Armed and Dangerous,Comedy,10.0,10.0,39.0,9340.0,1,9
The Hole,"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",81.0,36.0,46.0,14727.0,29,7
NoBody's Perfect,"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",73.0,11.0,87.0,85.0,8,3
The Good Soldier,"Documentary, Drama, Special Interest, Television",75.0,16.0,80.0,130.0,12,4
High Life,Comedy,80.0,5.0,43.0,631.0,4,1
Around the World in 80 Days,"Action & Adventure, Comedy, Drama, Kids & Family",69.0,42.0,57.0,33440.0,29,13
The Fall,"Drama, Mystery & Suspense",20.0,5.0,63.0,0.0,1,4
The Good Heart,Drama,30.0,37.0,58.0,1590.0,11,26
Wonderful World,"Drama, Romance",42.0,31.0,33.0,1741.0,13,18
Collapse,"Documentary, Special Interest",83.0,41.0,83.0,3587.0,34,7
Three Blind Mice,"Comedy, Drama",80.0,5.0,50.0,229.0,4,1
The Last Song,"Drama, Kids & Family, Romance",21.0,120.0,66.0,160802.0,25,95
Babies,"Documentary, Special Interest",68.0,116.0,62.0,35022.0,79,37
Lottery Ticket,Comedy,34.0,82.0,44.0,29996.0,28,54
Going the Distance,"Comedy, Romance",54.0,167.0,52.0,57438.0,90,77
Life as We Know It,"Comedy, Drama",29.0,151.0,61.0,82457.0,44,107
The Final,"Drama, Horror, Mystery & Suspense",13.0,8.0,32.0,1088.0,1,7
Frozen,"Drama, Horror, Mystery & Suspense",63.0,97.0,46.0,20649.0,61,36
Prodigal Sons,"Documentary, Special Interest",87.0,30.0,79.0,476.0,26,4
The Ghost Writer,"Drama, Mystery & Suspense",84.0,206.0,70.0,60373.0,173,33
Repo Men,"Action & Adventure, Science Fiction & Fantasy",22.0,152.0,41.0,100490.0,33,119
7 Days (Les 7 jours du talion),"Art House & International, Horror, Mystery & Suspense",80.0,15.0,68.0,1474.0,12,3
Daddy Longlegs,"Comedy, Drama",78.0,32.0,52.0,542.0,25,7
Veer,"Art House & International, Classics, Drama",40.0,5.0,47.0,1151.0,2,3
Winter's Bone,Drama,94.0,174.0,76.0,51756.0,164,10
The Kids Are All Right,"Comedy, Drama",92.0,224.0,74.0,63588.0,207,17
Lucky,"Documentary, Special Interest",60.0,5.0,39.0,267.0,3,2
High School,Comedy,28.0,54.0,48.0,8211.0,15,39
Stolen,"Drama, Mystery & Suspense",0.0,20.0,39.0,2695.0,0,20
The Killing Jar,"Drama, Mystery & Suspense",0.0,8.0,36.0,589.0,0,8
La MISSION,Drama,50.0,26.0,72.0,5867.0,13,13
Predators,"Action & Adventure, Horror, Science Fiction & Fantasy",64.0,202.0,52.0,159887.0,130,72
Stonewall Uprising,"Documentary, Special Interest",84.0,31.0,76.0,269.0,26,5
The Oath,"Documentary, Special Interest",91.0,23.0,79.0,432.0,21,2
The Wild Hunt,"Drama, Mystery & Suspense, Science Fiction & Fantasy",82.0,11.0,74.0,711.0,9,2
Arthur,"Comedy, Romance",88.0,33.0,77.0,33549.0,29,4
The Lottery,"Documentary, Special Interest",64.0,14.0,76.0,390.0,9,5
Assault on Precinct 13,"Action & Adventure, Drama, Mystery & Suspense",98.0,43.0,80.0,24667.0,42,1
Asylum,"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance",67.0,12.0,48.0,303.0,8,4
Attack of the 50 Foot Woman,"Classics, Science Fiction & Fantasy",75.0,12.0,20.0,8585.0,9,3
Avenging Angel,"Action & Adventure, Drama, Mystery & Suspense",33.0,6.0,25.0,1544.0,2,4
The Aviator,"Action & Adventure, Drama",20.0,5.0,41.0,239.0,1,4
The Awakening,"Horror, Mystery & Suspense",0.0,5.0,22.0,421.0,0,5
Babes in Toyland,"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",36.0,11.0,59.0,10335.0,4,7
Bad Company,"Action & Adventure, Drama, Western",92.0,12.0,71.0,2298.0,11,1
The Bad News Bears,"Classics, Comedy",97.0,32.0,80.0,40382.0,31,1
The Bad Seed,"Classics, Drama, Horror, Mystery & Suspense",63.0,27.0,83.0,8639.0,17,10
Bang The Drum Slowly,"Classics, Comedy, Drama, Sports & Fitness",92.0,38.0,62.0,3796.0,35,3
Battleground,"Action & Adventure, Classics, Drama",75.0,8.0,82.0,2737.0,6,2
Beauty and The Beast (La Belle et la bête),"Drama, Science Fiction & Fantasy, Romance",95.0,66.0,90.0,22615.0,63,3
The Belles of St. Trinian's,"Action & Adventure, Classics, Comedy",67.0,6.0,70.0,1293.0,4,2
1001 Grams,Drama,82.0,22.0,48.0,267.0,18,4
